#Frame 	 #Hbonds 	 #HBNetNodes 	 #HBNetEdges 
0		851		512		851
1		862		512		862
2		856		512		856
3		870		512		870
4		845		512		845
5		871		512		871
6		850		512		850
7		868		512		868
8		849		512		849
9		854		512		854
