#Frame	 #WatHBAcc	 #WatHBDon	 #WatTotHB	 #HBPaths 	 #TwoEdges 	 #MultiEdges 	 #HBNodesNoinpath 
0		851		851		1702		235718		0		0		16
1		862		862		1724		243567		0		0		10
2		856		856		1712		243089		0		0		11
3		870		870		1740		238184		0		0		15
4		845		845		1690		240121		0		0		20
5		871		871		1742		250011		0		0		5
6		850		850		1700		242086		0		0		15
7		868		868		1736		243073		0		0		16
8		849		849		1698		240108		0		0		13
9		854		854		1708		241080		0		0		17
10		870		870		1740		245030		0		0		17
11		853		853		1706		234310		0		0		14
12		853		853		1706		240618		0		0		8
13		863		863		1726		244556		0		0		13
14		861		861		1722		238179		0		0		20
15		863		863		1726		240579		0		0		10
16		880		880		1760		243561		0		0		13
17		847		847		1694		239154		0		0		16
18		857		857		1714		245531		0		0		12
19		858		858		1716		235134		0		0		12
20		880		880		1760		246530		0		0		9
21		855		855		1710		232868		0		0		17
22		847		847		1694		241604		0		0		13
23		850		850		1700		245538		0		0		14
24		851		851		1702		240625		0		0		14
25		866		866		1732		241042		0		0		9
26		861		861		1722		243526		0		0		8
27		855		855		1710		240122		0		0		21
28		849		849		1698		242099		0		0		9
29		853		853		1706		242578		0		0		12
30		875		875		1750		243570		0		0		13
31		850		850		1700		238670		0		0		16
32		858		858		1716		246512		0		0		8
33		862		862		1724		239654		0		0		14
34		856		856		1712		234302		0		0		21
35		836		836		1672		233831		0		0		17
36		867		867		1734		247028		0		0		12
37		871		871		1742		238054		0		0		22
38		874		874		1748		244562		0		0		13
39		853		853		1706		239639		0		0		15
40		866		866		1732		245558		0		0		9
41		860		860		1720		241109		0		0		14
42		845		845		1690		240073		0		0		19
43		854		854		1708		239649		0		0		18
44		861		861		1722		241599		0		0		11
45		880		880		1760		246532		0		0		10
46		860		860		1720		241589		0		0		18
47		866		866		1732		238691		0		0		13
48		863		863		1726		242598		0		0		13
49		861		861		1722		241616		0		0		11
50		878		878		1756		247032		0		0		11
51		880		880		1760		250017		0		0		10
52		860		860		1720		243567		0		0		13
53		857		857		1714		243080		0		0		13
54		859		859		1718		239614		0		0		17
55		874		874		1748		251008		0		0		8
56		864		864		1728		241131		0		0		15
57		876		876		1752		245055		0		0		13
58		880		880		1760		243536		0		0		8
59		868		868		1736		239160		0		0		14
60		838		838		1676		231910		0		0		17
61		870		870		1740		247029		0		0		10
62		862		862		1724		238173		0		0		12
63		870		870		1740		245973		0		0		5
64		868		868		1736		242575		0		0		17
65		858		858		1716		238661		0		0		17
66		858		858		1716		241596		0		0		17
67		841		841		1682		234758		0		0		19
68		842		842		1684		242062		0		0		21
69		858		858		1716		246515		0		0		10
70		841		841		1682		235237		0		0		16
71		866		866		1732		245526		0		0		9
72		846		846		1692		245054		0		0		12
73		879		879		1758		246039		0		0		8
74		850		850		1700		240625		0		0		16
75		881		881		1762		248018		0		0		11
76		867		867		1734		241595		0		0		17
77		830		830		1660		228073		0		0		21
78		839		839		1678		246029		0		0		11
79		867		867		1734		241543		0		0		18
80		878		878		1756		246041		0		0		13
81		859		859		1718		247527		0		0		10
82		871		871		1742		241108		0		0		14
83		858		858		1716		242559		0		0		16
84		873		873		1746		247986		0		0		17
85		867		867		1734		239619		0		0		12
86		862		862		1724		248460		0		0		4
87		878		878		1756		249518		0		0		9
88		857		857		1714		246028		0		0		9
89		882		882		1764		248000		0		0		13
90		868		868		1736		247517		0		0		8
91		868		868		1736		247012		0		0		16
92		862		862		1724		246500		0		0		8
93		862		862		1724		248017		0		0		14
94		851		851		1702		238186		0		0		15
95		851		851		1702		234779		0		0		13
96		865		865		1730		244543		0		0		14
97		865		865		1730		241106		0		0		15
98		860		860		1720		240607		0		0		15
99		882		882		1764		238638		0		0		12
100		843		843		1686		241597		0		0		17
101		862		862		1724		246037		0		0		12
102		860		860		1720		240630		0		0		18
103		852		852		1704		244055		0		0		13
104		858		858		1716		243048		0		0		11
105		839		839		1678		235251		0		0		16
106		860		860		1720		233646		0		0		22
107		883		883		1766		250014		0		0		8
108		866		866		1732		244050		0		0		11
109		843		843		1686		236246		0		0		17
110		863		863		1726		247020		0		0		10
111		859		859		1718		242046		0		0		10
112		881		881		1762		243065		0		0		15
113		863		863		1726		242539		0		0		14
114		858		858		1716		236694		0		0		15
115		874		874		1748		250504		0		0		7
116		858		858		1716		243104		0		0		11
117		871		871		1742		242603		0		0		12
118		852		852		1704		244057		0		0		14
119		858		858		1716		237692		0		0		15
120		834		834		1668		242524		0		0		10
121		865		865		1730		244561		0		0		17
122		866		866		1732		251514		0		0		8
123		863		863		1726		237220		0		0		16
124		850		850		1700		246032		0		0		15
125		852		852		1704		239135		0		0		18
126		855		855		1710		248519		0		0		11
127		871		871		1742		249013		0		0		11
128		860		860		1720		237663		0		0		12
129		863		863		1726		239649		0		0		13
130		845		845		1690		232248		0		0		27
131		855		855		1710		240133		0		0		14
132		879		879		1758		247525		0		0		8
133		827		827		1654		232875		0		0		15
134		830		830		1660		236744		0		0		17
135		859		859		1718		243057		0		0		20
136		840		840		1680		233705		0		0		15
137		865		865		1730		243994		0		0		17
138		843		843		1686		242090		0		0		8
139		863		863		1726		240618		0		0		15
140		881		881		1762		253008		0		0		4
141		855		855		1710		239152		0		0		15
142		861		861		1722		238678		0		0		13
143		870		870		1740		249517		0		0		8
144		830		830		1660		229476		0		0		15
145		856		856		1712		237181		0		0		19
146		870		870		1740		247524		0		0		12
147		871		871		1742		245540		0		0		12
148		857		857		1714		238677		0		0		13
149		858		858		1716		239609		0		0		12
150		872		872		1744		240130		0		0		13
151		861		861		1722		248030		0		0		9
152		859		859		1718		242571		0		0		10
153		859		859		1718		244543		0		0		13
154		858		858		1716		244048		0		0		9
155		858		858		1716		244065		0		0		13
