0	1377
3	930
3	1287
6	1008
6	1497
9	336
9	1218
12	1188
15	270
18	957
18	1512
21	867
24	987
27	963
30	645
30	879
33	312
33	720
36	834
36	1107
39	156
39	426
42	1110
45	297
45	699
48	1317
48	1383
51	777
51	1239
54	855
54	900
57	126
57	1020
60	870
63	9
63	378
66	741
66	1248
69	594
69	1437
72	129
72	1464
75	306
75	492
81	345
81	1413
84	1158
84	1395
87	39
87	339
90	210
90	1116
93	747
93	1029
96	1230
96	1320
99	261
99	1389
102	711
102	1272
105	660
105	762
108	255
108	516
111	282
114	435
117	6
117	1023
120	78
123	1467
126	75
126	1095
129	621
129	960
132	1086
135	723
138	564
138	1104
144	1041
144	1149
147	528
147	810
150	561
150	693
153	651
153	1284
156	825
156	1323
159	1140
162	387
165	696
165	1287
168	615
168	1080
171	1116
171	1413
174	252
174	291
177	288
177	1191
180	327
180	735
183	471
183	612
186	708
186	1494
189	264
189	603
192	1278
195	1194
195	1446
198	120
198	1044
201	1215
204	66
204	1329
207	987
207	1149
210	456
213	897
213	1359
216	519
216	921
219	66
219	225
222	372
222	504
228	84
231	348
231	534
234	915
234	1158
237	189
237	1341
240	408
240	705
243	99
246	657
246	1302
249	504
249	1239
252	813
255	36
255	552
258	1206
261	102
261	1362
264	828
264	1290
267	441
267	1011
270	1347
273	1152
276	543
276	783
279	105
279	693
282	207
285	153
285	1122
288	909
288	1065
291	57
291	738
294	81
294	585
297	441
297	942
300	1428
303	822
303	984
306	837
306	1095
309	165
309	762
312	603
312	1176
318	576
321	570
321	1392
324	48
324	591
327	108
327	1269
330	1515
333	768
336	564
336	864
339	855
342	21
342	570
345	171
345	180
348	228
348	393
351	798
351	804
354	672
357	537
357	1458
360	249
360	918
363	336
363	858
366	939
369	375
369	1365
372	249
372	444
375	240
375	858
378	1323
381	609
381	687
384	780
384	948
387	183
387	1206
390	489
390	720
393	369
393	1503
396	252
396	291
399	1203
399	1356
402	1044
402	1299
405	150
405	171
408	825
408	1197
411	516
411	1161
414	1137
417	1251
417	1299
420	315
420	1179
423	1443
426	1236
429	1230
435	414
435	648
438	936
438	1251
441	18
441	168
444	303
444	924
447	351
450	1140
450	1386
453	1146
453	1413
456	132
459	114
462	771
465	843
465	1293
468	603
468	1527
471	90
471	618
474	792
474	894
477	489
480	327
480	735
483	141
483	1338
486	210
489	930
489	1047
492	87
492	750
495	990
495	1299
498	504
498	1434
501	126
501	924
504	1077
507	189
507	744
510	1422
513	624
513	1521
516	129
516	993
519	276
519	561
522	63
525	231
528	9
528	903
531	1170
531	1320
534	333
534	564
537	174
537	777
543	309
543	1263
546	753
546	789
549	183
549	618
552	1311
552	1440
555	429
555	1116
558	117
558	972
561	345
561	762
564	147
564	1164
567	246
567	1488
570	714
570	1416
573	558
573	1128
576	1434
579	69
579	201
582	1455
585	1470
585	1509
588	96
591	633
591	1098
594	279
594	1350
597	219
597	1059
600	15
600	1041
603	1149
603	1338
606	1245
609	360
609	1188
612	423
612	1266
615	264
615	468
618	612
618	897
621	192
621	999
624	321
624	918
627	3
627	273
627	357
630	555
630	588
633	1026
633	1245
636	1398
639	1347
639	1515
642	1524
645	90
645	897
648	1521
651	207
651	891
657	876
660	696
660	783
663	1293
666	822
666	984
669	246
669	546
672	135
672	1050
675	1410
678	1353
678	1374
681	1470
684	1326
687	951
687	1344
693	123
693	438
696	42
696	513
699	279
699	1005
702	942
705	411
705	615
708	414
708	468
711	939
714	450
714	681
717	1479
720	681
720	744
723	711
723	837
726	126
726	1020
732	243
732	1185
735	150
735	906
738	357
738	849
741	1308
744	531
744	1176
747	1146
750	159
750	285
753	831
756	1380
759	447
759	1104
762	180
762	1458
765	75
765	714
768	267
768	864
771	237
771	642
774	1050
774	1107
777	480
777	1257
780	1368
783	579
783	786
786	42
786	1098
789	534
792	492
792	522
795	24
798	270
801	1221
804	810
807	1341
807	1419
810	1017
813	819
813	1485
816	213
816	1443
819	321
819	444
822	399
822	1278
825	267
825	1446
831	1071
831	1182
834	666
834	684
837	54
837	549
840	1419
843	300
843	1062
846	144
849	387
849	1419
852	477
852	1473
855	237
855	258
858	228
858	1167
861	39
861	828
864	378
864	408
867	996
870	975
876	1482
879	405
879	432
885	177
885	1032
888	186
888	1140
891	1308
894	306
894	1416
897	1440
900	1524
903	621
903	1323
906	702
909	381
909	966
912	1017
912	1455
915	369
915	417
918	909
918	1134
921	543
921	591
924	174
924	1278
927	1233
930	849
933	1401
936	375
936	873
939	894
945	933
945	1266
948	918
948	1014
951	420
954	1473
957	627
957	1128
960	993
960	1452
963	1035
963	1518
966	111
966	717
969	1224
969	1257
972	195
972	198
975	1380
978	393
978	1524
981	999
981	1218
984	501
984	765
987	483
987	1002
990	30
993	1161
993	1209
1002	225
1005	1182
1008	30
1008	852
1011	51
1011	1512
1014	567
1014	966
1017	582
1017	1407
1020	960
1023	945
1023	1143
1026	579
1026	1254
1029	420
1029	630
1032	366
1032	843
1035	99
1035	1089
1038	780
1038	948
1041	642
1044	978
1047	177
1047	531
1050	231
1050	801
1053	45
1053	705
1056	1017
1056	1353
1059	1305
1059	1497
1062	663
1062	1362
1065	609
1065	819
1068	795
1071	276
1071	633
1074	165
1077	1038
1077	1215
1083	363
1083	873
1086	171
1086	552
1089	1371
1089	1500
1092	1437
1092	1530
1095	729
1095	1404
1098	606
1098	1203
1101	375
1101	1053
1104	201
1104	1254
1107	486
1107	981
1110	1374
1110	1392
1113	675
1113	1092
1116	429
1116	954
1119	195
1119	846
1122	1284
1122	1302
1125	1083
1128	1068
1131	723
1131	1425
1134	459
1134	1077
1137	573
1137	648
1140	882
1140	1527
1143	198
1143	495
1146	585
1149	462
1149	600
1152	660
1158	132
1158	1101
1161	1290
1164	804
1164	1113
1167	1335
1167	1395
1170	288
1170	366
1173	426
1173	756
1176	21
1176	996
1179	216
1182	519
1182	1305
1185	480
1185	1227
1188	396
1188	1272
1191	6
1191	1461
1194	39
1194	846
1197	411
1197	1464
1203	303
1203	582
1206	471
1206	852
1209	294
1212	576
1212	1281
1215	1533
1218	72
1221	525
1221	1488
1224	438
1224	873
1227	36
1227	327
1230	771
1233	384
1233	870
1236	285
1236	1131
1239	318
1239	1449
1242	690
1242	1428
1245	498
1245	786
1248	402
1248	1119
1251	123
1251	204
1254	1092
1257	732
1257	1125
1260	1242
1263	1296
1266	162
1266	396
1269	1209
1269	1458
1272	12
1272	465
1275	588
1275	747
1278	777
1278	1491
1281	732
1281	1518
1287	513
1287	930
1290	33
1290	390
1293	687
1293	1371
1296	678
1296	1056
1299	120
1299	1365
1302	1221
1302	1482
1305	204
1305	1479
1308	270
1308	636
1311	150
1311	1359
1314	1083
1314	1224
1317	546
1317	1212
1320	555
1320	885
1323	492
1323	726
1326	348
1329	741
1329	1398
1332	774
1335	411
1335	1155
1338	1002
1338	1119
1341	507
1344	567
1344	669
1347	1101
1350	783
1350	831
1353	147
1353	450
1356	243
1359	969
1359	1185
1362	1260
1365	438
1365	1314
1368	138
1368	159
1371	567
1371	1476
1374	303
1374	765
1377	597
1377	1344
1380	27
1383	951
1383	1071
1386	63
1386	759
1389	399
1389	834
1392	1047
1392	1074
1395	981
1398	675
1398	753
1404	12
1404	549
1407	1029
1407	1275
1410	354
1410	798
1413	93
1413	1179
1416	1374
1416	1485
1419	390
1422	261
1422	1332
1425	900
1428	1275
1431	441
1431	1011
1434	1449
1437	639
1440	36
1440	1422
1443	78
1449	927
1449	1011
1452	192
1452	357
1455	324
1455	1062
1458	3
1458	654
1461	597
1461	909
1464	840
1464	861
1467	213
1470	33
1473	0
1473	1059
1476	60
1476	360
1479	669
1479	1383
1482	801
1482	1131
1485	1272
1491	606
1491	732
1494	615
1494	1290
1497	30
1497	495
1500	1188
1500	1476
1503	525
1506	1281
1506	1314
1509	720
1509	1074
1512	972
1512	1023
1515	186
1515	1053
1518	1314
1518	1443
1521	1134
1521	1461
1524	915
1527	24
1527	141
1530	594
1530	1005
1533	759
1533	1437
